taxonomy,concept,unit,value,start,end,filed,accn,form,frame,fy,fp
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,707000000,2013-09-29,2014-03-29,2015-04-28,0001193125-15-153166,10-Q,,2015,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,148000000,2013-12-29,2014-03-29,2014-04-24,0001193125-14-157311,10-Q,,2014,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,148000000,2013-12-29,2014-03-29,2015-04-28,0001193125-15-153166,10-Q,CY2014Q1,2015,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,978000000,2013-09-29,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,,2014,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,978000000,2013-09-29,2014-06-28,2015-07-22,0001193125-15-259935,10-Q,,2015,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,271000000,2014-03-30,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,,2014,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,271000000,2014-03-30,2014-06-28,2015-07-22,0001193125-15-259935,10-Q,CY2014Q2,2015,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,1500000000,2013-09-29,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,1500000000,2013-09-29,2014-09-27,2015-01-28,0001193125-15-023732,8-K,,,
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,1500000000,2013-09-29,2014-09-27,2015-10-28,0001193125-15-356351,10-K,CY2014,2015,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,248000000,2014-09-28,2014-12-27,2015-01-28,0001193125-15-023697,10-Q,CY2014Q4,2015,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,367000000,2014-09-28,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,,2015,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,119000000,2014-12-28,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,CY2015Q1,2015,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,439000000,2014-09-28,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,,2015,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,72000000,2015-03-29,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2,2015,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,USD,479000000,2014-09-28,2015-09-26,2015-10-28,0001193125-15-356351,10-K,CY2015,2015,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,27.88,,2008-09-27,2010-10-27,0001193125-10-238044,10-K,CY2008Q3I,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,41.78,,2009-09-26,2011-10-26,0001193125-11-282113,10-K,CY2009Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,41.78,,2009-09-26,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,64.45,,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,CY2010Q2I,2010,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,62.69,,2010-09-25,2011-10-26,0001193125-11-282113,10-K,CY2010Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,62.69,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,56.01,,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4I,2011,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,60.13,,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,CY2011Q1I,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,63.2,,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,CY2011Q2I,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,67.63,,2011-09-24,2011-10-26,0001193125-11-282113,10-K,CY2011Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,USD,65.66,,2011-12-31,2012-01-25,0001193125-12-023398,10-Q,CY2011Q4I,2012,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,-1236000,2007-09-30,2008-09-27,2010-10-27,0001193125-10-238044,10-K,CY2008,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,1241000,2008-09-28,2009-09-26,2011-10-26,0001193125-11-282113,10-K,CY2009,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,-1241000,2008-09-28,2009-09-26,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,-368000,2009-09-27,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,,2010,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,430000,2009-09-27,2010-09-25,2013-04-24,0001193125-13-170623,8-K,CY2010,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,430000,2009-09-27,2010-09-25,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,430000,2009-09-27,2010-09-25,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,-430000,2009-09-27,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,71000,2010-09-26,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4,2011,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,113000,2010-09-26,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,149000,2010-09-26,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,163000,2010-09-26,2011-09-24,2013-10-30,0001193125-13-416534,10-K,CY2011,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,163000,2010-09-26,2011-09-24,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,163000,2010-09-26,2011-09-24,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,163000,2010-09-26,2011-09-24,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,12000,2011-09-25,2011-12-31,2012-01-25,0001193125-12-023398,10-Q,CY2011Q4,2012,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,22000,2011-09-25,2012-03-31,2012-04-25,0001193125-12-182321,10-Q,,2012,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,23000,2011-09-25,2012-06-30,2012-07-25,0001193125-12-314552,10-Q,,2012,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,25000,2011-09-25,2012-09-29,2013-10-30,0001193125-13-416534,10-K,CY2012,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,25000,2011-09-25,2012-09-29,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,25000,2011-09-25,2012-09-29,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,2000,2012-09-30,2012-12-29,2013-01-24,0001193125-13-022339,10-Q,CY2012Q4,2013,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,6000,2012-09-30,2013-03-30,2013-04-24,0001193125-13-168288,10-Q,,2013,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,6000,2012-09-30,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,,2013,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,shares,8000,2012-09-30,2013-09-28,2013-10-30,0001193125-13-416534,10-K,CY2013,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,98.4,,2008-09-27,2010-10-27,0001193125-10-238044,10-K,CY2008Q3I,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,122.98,,2009-09-26,2011-10-26,0001193125-11-282113,10-K,CY2009Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,122.98,,2009-09-26,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,137.61,,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,CY2010Q2I,2010,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,136.27,,2010-09-25,2011-10-26,0001193125-11-282113,10-K,CY2010Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,136.27,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,105.82,,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4I,2011,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,119.05,,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,CY2011Q1I,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,124.71,,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,CY2011Q2I,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,128.42,,2011-09-24,2011-10-26,0001193125-11-282113,10-K,CY2011Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,USD,152.08,,2011-12-31,2012-01-25,0001193125-12-023398,10-Q,CY2011Q4I,2012,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,9359000,2007-09-30,2008-09-27,2010-10-27,0001193125-10-238044,10-K,CY2008,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,234000,2008-09-28,2009-09-26,2011-10-26,0001193125-11-282113,10-K,CY2009,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,234000,2008-09-28,2009-09-26,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,34000,2009-09-27,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,,2010,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,34000,2009-09-27,2010-09-25,2013-04-24,0001193125-13-170623,8-K,CY2010,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,34000,2009-09-27,2010-09-25,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,34000,2009-09-27,2010-09-25,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,34000,2009-09-27,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,0,2010-09-26,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4,2011,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2010-09-26,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2010-09-26,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2010-09-26,2011-09-24,2013-10-30,0001193125-13-416534,10-K,CY2011,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2010-09-26,2011-09-24,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2010-09-26,2011-09-24,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2010-09-26,2011-09-24,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,0,2011-09-25,2011-12-31,2012-01-25,0001193125-12-023398,10-Q,CY2011Q4,2012,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,0,2011-09-25,2012-03-31,2012-04-25,0001193125-12-182321,10-Q,,2012,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,8000,2012-09-30,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,,2013,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,8000,2013-03-31,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,CY2013Q2,2013,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,8000,2012-09-30,2013-09-28,2013-10-30,0001193125-13-416534,10-K,CY2013,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,shares,1000,2013-09-29,2013-12-28,2014-01-28,0001193125-14-024487,10-Q,CY2013Q4,2014,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,171.36,,2008-09-27,2010-10-27,0001193125-10-238044,10-K,CY2008Q3I,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,106.84,,2009-09-26,2011-10-26,0001193125-11-282113,10-K,CY2009Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,106.84,,2009-09-26,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,202,,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,CY2010Q2I,2010,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,202,,2010-09-25,2011-10-26,0001193125-11-282113,10-K,CY2010Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,202,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,0,,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4I,2011,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,342.62,,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,CY2011Q1I,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,342.62,,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,CY2011Q2I,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,342.62,,2011-09-24,2011-10-26,0001193125-11-282113,10-K,CY2011Q3I,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,USD,0,,2011-12-31,2012-01-25,0001193125-12-023398,10-Q,CY2011Q4I,2012,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,46.71,2008-09-28,2009-09-26,2011-10-26,0001193125-11-282113,10-K,CY2009,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,108.58,2009-09-27,2010-03-27,2011-04-21,0001193125-11-104388,10-Q,,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,108.58,2009-12-27,2010-03-27,2011-04-21,0001193125-11-104388,10-Q,CY2010Q1,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,108.58,2009-09-27,2010-06-26,2011-07-20,0001193125-11-192493,10-Q,,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,0,2010-03-28,2010-06-26,2011-07-20,0001193125-11-192493,10-Q,CY2010Q2,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,108.58,2009-09-27,2010-09-25,2013-04-24,0001193125-13-170623,8-K,CY2010,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,108.58,2009-09-27,2010-09-25,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,108.58,2009-09-27,2010-09-25,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-09-26,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-12-26,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,CY2011Q1,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-09-26,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,0,2011-03-27,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,CY2011Q2,2011,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-09-26,2011-09-24,2013-10-30,0001193125-13-416534,10-K,CY2011,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-09-26,2011-09-24,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-09-26,2011-09-24,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,181.13,2010-09-26,2011-09-24,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,400.79,2011-09-25,2012-03-31,2013-04-24,0001193125-13-168288,10-Q,,2013,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,400.79,2011-09-25,2012-03-31,2012-04-25,0001193125-12-182321,10-Q,,2012,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,400.79,2012-01-01,2012-03-31,2013-04-24,0001193125-13-168288,10-Q,CY2012Q1,2013,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,400.79,2012-01-01,2012-03-31,2012-04-25,0001193125-12-182321,10-Q,,2012,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,400.79,2011-09-25,2012-06-30,2012-07-25,0001193125-12-314552,10-Q,,2012,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,0,2012-09-30,2012-12-29,2014-01-28,0001193125-14-024487,10-Q,CY2012Q4,2014,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,407.8,2012-09-30,2012-12-29,2013-01-24,0001193125-13-022339,10-Q,,2013,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,407.8,2012-09-30,2013-03-30,2013-04-24,0001193125-13-168288,10-Q,,2013,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,294.84,2012-09-30,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,,2013,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,294.84,2013-03-31,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,CY2013Q2,2013,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,294.84,2012-09-30,2013-09-28,2013-10-30,0001193125-13-416534,10-K,CY2013,2013,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,USD/shares,333.26,2013-09-29,2013-12-28,2014-01-28,0001193125-14-024487,10-Q,CY2013Q4,2014,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherIncreasesDecreasesInPeriod,shares,0,2009-09-27,2010-09-25,2010-10-27,0001193125-10-238044,10-K,CY2010,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,USD,4245660000,,2010-06-26,2010-07-21,0001193125-10-162840,10-Q,CY2010Q2I,2010,Q3
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,USD,4385291000,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,CY2010Q3I,2010,FY
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,USD,4055208000,,2010-12-25,2011-01-19,0001193125-11-010144,10-Q,CY2010Q4I,2011,Q1
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,USD,3645999000,,2011-03-26,2011-04-21,0001193125-11-104388,10-Q,CY2011Q1I,2011,Q2
us-gaap,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,USD,3036128000,,2011-06-25,2011-07-20,0001193125-11-192493,10-Q,CY2011Q2I,2011,Q3
