taxonomy,concept,unit,value,start,end,filed,accn,form,frame,fy,fp
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,16489000000,,2013-09-28,2015-01-28,0001193125-15-023732,8-K,CY2013Q3I,,
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,18306000000,,2013-12-28,2014-01-28,0001193125-14-024487,10-Q,CY2013Q4I,2014,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,19471000000,,2014-03-29,2014-04-24,0001193125-14-157311,10-Q,CY2014Q1I,2014,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20159000000,,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,CY2014Q2I,2014,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20259000000,,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20259000000,,2014-09-27,2015-01-28,0001193125-15-023697,10-Q,,2015,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20259000000,,2014-09-27,2015-01-28,0001193125-15-023732,8-K,,,
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20259000000,,2014-09-27,2015-04-28,0001193125-15-153166,10-Q,,2015,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20259000000,,2014-09-27,2015-07-22,0001193125-15-259935,10-Q,,2015,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,20259000000,,2014-09-27,2015-10-28,0001193125-15-356351,10-K,CY2014Q3I,2015,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,23371000000,,2014-12-27,2015-01-28,0001193125-15-023697,10-Q,CY2014Q4I,2015,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,23825000000,,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,CY2015Q1I,2015,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24539000000,,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2I,2015,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24062000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,,2015,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24062000000,,2015-09-26,2016-01-27,0001193125-16-439878,10-Q,,2016,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24062000000,,2015-09-26,2016-04-27,0001193125-16-559625,10-Q,,2016,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24062000000,,2015-09-26,2016-07-27,0001628280-16-017809,10-Q,,2016,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24062000000,,2015-09-26,2016-10-26,0001628280-16-020309,10-K,CY2015Q3I,2016,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,21617000000,,2015-12-26,2016-01-27,0001193125-16-439878,10-Q,CY2015Q4I,2016,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,22955000000,,2016-03-26,2016-04-27,0001193125-16-559625,10-Q,CY2016Q1I,2016,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,24560000000,,2016-06-25,2016-07-27,0001628280-16-017809,10-Q,CY2016Q2I,2016,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,26019000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,,2016,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,26019000000,,2016-09-24,2017-02-01,0001628280-17-000717,10-Q,,2017,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,26019000000,,2016-09-24,2017-05-03,0001628280-17-004790,10-Q,,2017,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,26019000000,,2016-09-24,2017-08-02,0000320193-17-000009,10-Q,,2017,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,26019000000,,2016-09-24,2017-11-03,0000320193-17-000070,10-K,CY2016Q3I,2017,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,26948000000,,2016-12-31,2017-02-01,0001628280-17-000717,10-Q,CY2016Q4I,2017,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,28226000000,,2017-04-01,2017-05-03,0001628280-17-004790,10-Q,CY2017Q1I,2017,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,30191000000,,2017-07-01,2017-08-02,0000320193-17-000009,10-Q,CY2017Q2I,2017,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,31504000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,,2017,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,31504000000,,2017-09-30,2018-02-02,0000320193-18-000007,10-Q,,2018,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,31504000000,,2017-09-30,2018-05-02,0000320193-18-000070,10-Q,,2018,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,31504000000,,2017-09-30,2018-08-01,0000320193-18-000100,10-Q,,2018,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,31504000000,,2017-09-30,2018-11-05,0000320193-18-000145,10-K,CY2017Q3I,2018,FY
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,548000000,,2017-12-30,2018-02-02,0000320193-18-000007,10-Q,CY2017Q4I,2018,Q1
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,548000000,,2018-03-31,2018-05-02,0000320193-18-000070,10-Q,CY2018Q1I,2018,Q2
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,398000000,,2018-06-30,2018-08-01,0000320193-18-000100,10-Q,CY2018Q2I,2018,Q3
us-gaap,DeferredTaxLiabilitiesNoncurrent,USD,426000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,CY2018Q3I,2018,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,150000000,,2010-09-25,2011-10-26,0001193125-11-282113,10-K,CY2010Q3I,2011,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,272000000,,2011-09-24,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,272000000,,2011-09-24,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,272000000,,2011-09-24,2013-04-24,0001193125-13-170623,8-K,CY2011Q3I,2012,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,193000000,,2012-09-29,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,193000000,,2012-09-29,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,456000000,,2012-09-29,2013-10-30,0001193125-13-416534,10-K,CY2012Q3I,2013,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,112000000,,2013-09-28,2013-10-30,0001193125-13-416534,10-K,,2013,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,112000000,,2013-09-28,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,112000000,,2013-09-28,2015-01-28,0001193125-15-023732,8-K,CY2013Q3I,,
us-gaap,DeferredTaxLiabilitiesOther,USD,120000000,,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,120000000,,2014-09-27,2015-01-28,0001193125-15-023732,8-K,,,
us-gaap,DeferredTaxLiabilitiesOther,USD,398000000,,2014-09-27,2015-10-28,0001193125-15-356351,10-K,CY2014Q3I,2015,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,303000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,,2015,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,303000000,,2015-09-26,2016-10-26,0001628280-16-020309,10-K,CY2015Q3I,2016,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,485000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,,2016,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,485000000,,2016-09-24,2017-11-03,0000320193-17-000070,10-K,CY2016Q3I,2017,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,207000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,,2017,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,207000000,,2017-09-30,2018-11-05,0000320193-18-000145,10-K,CY2017Q3I,2018,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,501000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,,2018,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,501000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,456000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,,2019,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,600000000,,2019-09-28,2020-10-30,0000320193-20-000096,10-K,CY2019Q3I,2020,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,705000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,,2020,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,705000000,,2020-09-26,2021-10-29,0000320193-21-000105,10-K,CY2020Q3I,2021,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,512000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,,2021,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,565000000,,2021-09-25,2022-10-28,0000320193-22-000108,10-K,CY2021Q3I,2022,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,469000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,,2022,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,469000000,,2022-09-24,2023-11-03,0000320193-23-000106,10-K,CY2022Q3I,2023,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,490000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,490000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,DeferredTaxLiabilitiesOther,USD,455000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,CY2024Q3I,2024,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,186000000,,2019-09-28,2020-10-30,0000320193-20-000096,10-K,CY2019Q3I,2020,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,526000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,,2020,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,526000000,,2020-09-26,2021-10-29,0000320193-21-000105,10-K,CY2020Q3I,2021,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,203000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,,2021,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,203000000,,2021-09-25,2022-10-28,0000320193-22-000108,10-K,CY2021Q3I,2022,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,942000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,,2022,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,942000000,,2022-09-24,2023-11-03,0000320193-23-000106,10-K,CY2022Q3I,2023,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,511000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,511000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,DeferredTaxLiabilitiesOtherComprehensiveIncome,USD,0,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,CY2024Q3I,2024,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,2774000000,,2009-09-26,2010-10-27,0001193125-10-238044,10-K,CY2009Q3I,2010,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,4979000000,,2010-09-25,2010-10-27,0001193125-10-238044,10-K,,2010,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,4979000000,,2010-09-25,2011-10-26,0001193125-11-282113,10-K,CY2010Q3I,2011,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,8896000000,,2011-09-24,2011-10-26,0001193125-11-282113,10-K,,2011,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,8896000000,,2011-09-24,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,8896000000,,2011-09-24,2013-04-24,0001193125-13-170623,8-K,CY2011Q3I,2012,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,14712000000,,2012-09-29,2012-10-31,0001193125-12-444068,10-K,,2012,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,14712000000,,2012-09-29,2013-04-24,0001193125-13-170623,8-K,,2012,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,14712000000,,2012-09-29,2013-10-30,0001193125-13-416534,10-K,CY2012Q3I,2013,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,18044000000,,2013-09-28,2013-10-30,0001193125-13-416534,10-K,,2013,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,18044000000,,2013-09-28,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,18044000000,,2013-09-28,2015-01-28,0001193125-15-023732,8-K,CY2013Q3I,,
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,21544000000,,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,21544000000,,2014-09-27,2015-01-28,0001193125-15-023732,8-K,,,
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,21544000000,,2014-09-27,2015-10-28,0001193125-15-356351,10-K,CY2014Q3I,2015,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,26868000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,,2015,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,26868000000,,2015-09-26,2016-10-26,0001628280-16-020309,10-K,CY2015Q3I,2016,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,31436000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,,2016,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,31436000000,,2016-09-24,2017-11-03,0000320193-17-000070,10-K,CY2016Q3I,2017,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,36355000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,,2017,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,36400000000,,2017-09-30,2018-02-02,0000320193-18-000007,10-Q,,2018,Q1
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,36400000000,,2017-09-30,2018-05-02,0000320193-18-000070,10-Q,,2018,Q2
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,36400000000,,2017-09-30,2018-08-01,0000320193-18-000100,10-Q,,2018,Q3
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,36355000000,,2017-09-30,2018-11-05,0000320193-18-000145,10-K,CY2017Q3I,2018,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,275000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,,2018,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,275000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,DeferredTaxLiabilitiesUndistributedForeignEarnings,USD,330000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,CY2019Q3I,2019,FY
us-gaap,DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,USD,30000000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,CY2015Q3I,2015,FY
us-gaap,DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,USD,35900000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,CY2016Q3I,2016,FY
